ID,TITLE,YEAR,DOI,LANG,JOURNAL,ISSN,QUALIS,JCR,AUTHOR,ORDER,ORDER_OK,ID_CNPQ
5401789813032087,Energy balance methodology and modeling of supplementary forage production for cattle in Brazil,2005,10.1590/S0103-90162005000100001,Inglês,SCIENTIA AGRICOLA,1678992X,A2,-99,"['Thiago Libório Romanelli', 'Marcos Milan']","['1', '2']",1,"['5401789813032087', '8546931959901120']"
5401789813032087,"Emergy Synthesis of Intensive Eucalyptus Cultivation in São Paolo, Brazil",2008,10.1093/forestscience/54.2.228,Inglês,FOREST SCIENCE,0015749X,XX,1.058,"['Thiago Libório Romanelli', 'Matthew J. Cohen', 'Marcos Milan', 'Mark T. Brown']","['1', '2', '3', '4']",1,"['5401789813032087', '', '8546931959901120', '']"
5401789813032087,O biodiesel e o consumo de energia na agricultura,2009,,Português,Boletim de Pesquisa de Soja,18077676,XX,-99,"['João Gomes Martines Filho', 'Natália Zancan', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['', '1910799757198584', '5401789813032087']"
5401789813032087,Material flow determination through agricultural machinery management,2010,10.1590/S0103-90162010000400001,Inglês,Scientia Agrícola (USP. Impresso),01039016,A2,-99,"['Thiago Libório Romanelli', 'Milan, Marcos']","['1', '2']",1,"['', '8546931959901120']"
5401789813032087,Energy performance of a production system of eucalyptus,2010,10.1590/S1415-43662010000800015,Inglês,Revista Brasileira de Engenharia Agrícola e Ambiental (Impresso),14154366,B1,0.649,"['Thiago Libório Romanelli', 'Milan, Marcos']","['1', '2']",1,"['5401789813032087', '8546931959901120']"
5401789813032087,Energy flow in castor bean (Ricinus communis L.) production systems,2010,10.1590/S0103-90162010000600018,Inglês,Scientia Agrícola (USP. Impresso),01039016,A2,-99,"['Silva, Adilson Nunes da', 'Thiago Libório Romanelli', 'Reichardt, Klaus']","['1', '2', '3']",2,"['', '', '5452949507381981']"
5401789813032087,Capacity in mechanical harvesting of sugar cane,2010,10.1590/S0103-90162010000600001,Português,SCIENTIA AGRICOLA,1678992X,A2,-99,"['Paulo Rodrigues Peloia', 'Marcos Milan', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['7779692832696531', '8546931959901120', '5401789813032087']"
5401789813032087,Material embodiment and energy flows as efficiency indicators of soybean (Glycine max) production in Brazil,2012,10.1590/S0100-69162012000200006,Inglês,Engenharia Agrícola (Impresso),01006916,B1,-99,"['Thiago Libório Romanelli', 'Hudson Souza Nardi', 'Filipe Alonso Saad']","['1', '2', '3']",1,"['', '', '']"
5401789813032087,Mecanización del cultivo de la caña de azúcar,2010,,Espanhol,Agrotécnica (Madrid),18866514,XX,-99,"['Tomaz Caetano Cannavan Rípoli', 'Thiago Libório Romanelli']","['1', '2']",2,"['', '']"
5401789813032087,Agricultura sustentável sem mitos,2009,,Português,Agroanalysis (FGV),01004298,B4,-99,['Thiago Libório Romanelli'],['1'],1,['']
5401789813032087,Machinery Management as an Environmental Tool - Material Embodiment in Agriculture,2012,,Inglês,E-journal - CIGR,16821130,B2,-99,"['Thiago Libório Romanelli', 'Marcos Milan']","['1', '2']",1,"['', '8546931959901120']"
5401789813032087,Energy assessment for variable rate nitrogen application,2012,,Inglês,E-journal - CIGR,16821130,B2,-99,"['André Freitas Colaço', 'Fabrício Pinheiro Povh', 'José Paulo Molin', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['2202271755202777', '8093960565777488', '9859511150127352', '']"
5401789813032087,Energy-Based Evaluations on Eucalyptus Biomass Production,2012,10.1155/2012/340865,Inglês,International Journal of Forestry Research,16879368,XX,-99,"['Thiago Libório Romanelli', 'Marcos Milan', 'Rafael Cesar Tieppo']","['1', '2', '3']",1,"['', '8546931959901120', '0136176117453948']"
5401789813032087,Embodied energy of sugarcane harvesters,2014,10.1016/j.biosystemseng.2013.12.003,Inglês,BIOSYSTEMS ENGINEERING,15375110,A1,2.983,"['Edemilson José Mantoam', 'Marcos Milan', 'Leandro Maria Gimenez', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['0406586880781302', '8546931959901120', '0136176117453948', '']"
5401789813032087,Embodied energy associated with the materials used in irrigation systems: Drip and centre pivot,2014,10.1016/j.biosystemseng.2014.02.002,Inglês,Biosystems Engineering,15375110,A1,2.983,"['Adriano Valentim Diotto', 'Marcos Vinícius Folegatti', 'Sérgio Nascimento Duarte', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['9985527608162183', '0610853022324361', '4273689617987878', '']"
5401789813032087,Energy flow in the soybean biodiesel production chain using ethanol as solvent extraction of oil from soybeans,2014,10.1016/j.biombioe.2014.04.004,Inglês,Biomass & Bioenergy,09619534,A1,-99,"['Naiane Sangaletti-Gerhard', 'Thiago Libório Romanelli', 'Thais Maria Ferreira de Souza Vieira', 'Rodrigo Navia', ""Marisa Aparecida Bismara Regitano d'Arce""]","['1', '2', '3', '4', '5']",2,"['8938996757286241', '', '9409482864558611', '', '']"
5401789813032087,"Energy demand in agricultural biomass production in Parana state, Brazil",2014,,Inglês,E-journal - CIGR,16821130,B2,-99,"['Maria Carolina da Silva Andrea', 'Rafael Cesar Tieppo', 'Leandro Maria Gimenez', 'Fabrício Pinheiro Povh', 'Tobias J. Katsman', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5', '6']",6,"['5859946324646438', '0136176117453948', '0136176117453948', '8093960565777488', '', '']"
5401789813032087,Energy demand in citrus production under varied operational efficiency values,2014,10.1590/S0100-69162014000400014,Inglês,Engenharia Agrícola (Impresso),01006916,B1,-99,"['Nelson Cerino Franco Junior', 'Marcos Milan', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['1990494743954477', '8546931959901120', '']"
5401789813032087,Cost of boundary manoeuvres in sugarcane production,2015,10.1016/j.biosystemseng.2014.09.007,Inglês,Biosystems Engineering,15375110,A1,2.983,"['Mark Spekken', 'José Paulo Molin', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['6458254104329870', '9859511150127352', '']"
5401789813032087,Material and energy demand in actual and suggested maintenance of sugarcane harvesters,2015,10.5836/ijam/2015-02-07,Português,INTERNATIONAL JOURNAL OF AGRICULTURAL MANAGEMENT,20473710,XX,-99,"['Edemilson José Mantoam', 'Thiago Libório Romanelli', 'Marcos Milan']","['1', '2', '3']",2,"['0406586880781302', '', '8546931959901120']"
5401789813032087,Agricultural sustainability through agrifood system management,2015,10.5836/ijam/2015-02-01,Inglês,INTERNATIONAL JOURNAL OF AGRICULTURAL MANAGEMENT,20473710,XX,-99,"['Dionysis Bochtis', 'Thiago Libório Romanelli', 'Dimitrios Aidonis']","['1', '2', '3']",2,"['', '', '']"
5401789813032087,Curvas de desempenho de um trator agrícola com recente inserção no mercado utilizando diferentes proporções de biodiesel,2016,10.18406/2316-1817v8n12016803,Português,Revista Agrogeoambiental,1984428X,B4,-99,"['Vanderson Rabelo de Paula', 'Carlos Volpato', 'Thiago Libório Romanelli', 'Jackson Antonio Barbosa']","['1', '2', '3', '4']",3,"['', '', '', '']"
5401789813032087,Usados de valor,2016,,Português,Cultivar Máquinas,16760158,C,-99,"['Thiago Libório Romanelli', 'Leandro Maria Gimenez', 'Giovani Apolari Ghirardello']","['1', '2', '3']",1,"['', '0136176117453948', '']"
5401789813032087,Energy flows in lowland soybean production system in Brazil,2016,10.1590/0103-8478cr20151298,Inglês,Ciência Rural,16784596,A4,-99,"['Maria Carolina da Silva Andrea', 'Thiago Libório Romanelli', 'José Paulo Molin']","['1', '2', '3']",2,"['5859946324646438', '', '9859511150127352']"
5401789813032087,A cost prediction model for machine operation in multi-field production systems,2016,10.1590/0103-9016-2015-0304,Inglês,SCIENTIA AGRICOLA,1678992X,A2,-99,"['Remigio Berruto', 'Alessandro Sopegno', 'Patrizia Busato', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['', '', '', '']"
5401789813032087,Ações extensionistas do Projeto Rondon no município de Rondon do Pará: um olhar sobre as ciências dos alimentos,2016,10.5007/1807-0221.2016v13n21p12,Português,Revista de Extensão,18070221,B1,-99,"['Diogo Tau Zymberg Tomaszewski', 'Márcio Rezende Ribeiro Soares', 'Nathanael José de Campos', 'Odaléia Telles Marcondes Machado Queiroz', 'Pietro Pizão Gonzalez', 'Rebeca Cristina Ferreira da Silva', 'Samuel de Mello Pinto', 'Thiago Libório Romanelli', 'Vanessa Mendes de Queiroz']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",8,"['', '', '', '', '', '', '', '', '']"
5401789813032087,Hora de cuidar,2016,,Português,Cultivar Máquinas,16760158,C,-99,"['Leandro Maria Gimenez', 'Marcos Milan', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['0136176117453948', '8546931959901120', '']"
5401789813032087,Energy demand and greenhouse gases emissions in the life cycle of tractors,2016,10.1016/j.biosystemseng.2016.08.028,Inglês,Biosystems Engineering,15375110,A1,2.983,"['Edemilson José Mantoam', 'Thiago Libório Romanelli', 'Leandro Maria Gimenez']","['1', '2', '3']",2,"['0406586880781302', '', '0136176117453948']"
5401789813032087,Energy embodiment in Brazilian agriculture: an overview of 23 crops,2015,10.1590/0103-9016-2015-0188,Inglês,Scientia Agricola,1678992X,A2,-99,"['VEIGA, JOÃO PAULO SOTO', 'Thiago Libório Romanelli', 'GIMENEZ, LEANDRO MARIA', 'BUSATO, PATRIZIA', 'Milan, Marcos']","['1', '2', '3', '4', '5']",2,"['', '', '', '', '8546931959901120']"
5401789813032087,Triple-bottom-line assessment of São Paulo state's sugarcane production based on a Brazilian multi-regional input-output matrix,2018,10.1016/j.rser.2017.09.075,Inglês,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,13640321,A1,-99,"['João Paulo Soto Veiga', 'Arunima Malik', 'Manfred Lenzen', 'Joaquim Bento de Souza Ferreira Filho', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5']",5,"['', '', '', '', '']"
5401789813032087,Energy Demand and Greenhouse Gases Emissions in the Life Cycle of Coffee Harvesters,2017,10.3303/CET1758030,Português,CHEMICAL ENGINEERING TRANSACTIONS,22839216,B2,-99,"['Edemilson José Mantoam', 'Thiago Libório Romanelli', 'Leandro Maria Gimenez', 'Marcos Milan']","['1', '2', '3', '4']",2,"['0406586880781302', '', '0136176117453948', '8546931959901120']"
5401789813032087,IMPACT OF IRRIGATION AND NITROGEN FERTILIZATION ON THE ENERGY BALANCE AND ENERGY RETURN ON INVESTMENT OF JATROPHA PRODUCTION,2017,10.7127/rbai.v11n500792,Inglês,Revista brasileira de agricultura irrigada,19827679,B4,-99,"['SANTOS, OTÁVIO NETO ALMEIDA', 'ANDRADE, IRINEU PEDRO DE SOUSA', 'LENA, BRUNO PATIAS', 'FOLEGATTI, MARCOS VINÍCIUS', 'DIOTTO, ADRIANO VALENTIM', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5', '6']",6,"['', '', '', '', '', '']"
5401789813032087,Energy analysis of Jatropha curcas under irrigation and rainfed at the  Southeast Brazilian humid subtropical,2018,,Inglês,E-JOURNAL - CIGR,16821130,B2,-99,"['Otávio Neto Almeida Santos', 'Marcos Vinícius Folegatti', 'Bruno P. Lena', 'Adriano Valentim Diotto', 'João Paulo Francisco', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5', '6']",6,"['', '0610853022324361', '', '9985527608162183', '', '']"
5401789813032087,"Variability and limitations of maize production in Brazil: Potential yield, water-limited yield and yield gaps",2018,10.1016/j.agsy.2018.07.004,Inglês,AGRICULTURAL SYSTEMS,0308521X,A1,4.131,"['Maria Carolina da Silva Andrea', 'Paulo Cesar Sentelhas', 'Thiago Libório Romanelli', 'Kenneth J. Boote']","['1', '2', '3', '4']",3,"['5859946324646438', '', '', '']"
5401789813032087,"Water, Energy, and Carbon Footprints of Bio-ethanol from the US and Brazil",2018,10.1021/acs.est.8b03359,Inglês,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013936X,A1,7.149,"['Mesfin Mekonnen', 'Thiago Libório Romanelli', 'Chittaranjan Ray', 'Arjen Hoekstra', 'Adam Liska', 'Christopher Neale']","['1', '2', '3', '4', '5', '6']",2,"['', '', '', '', '', '']"
5401789813032087,"Energy, water and material footprints of agricultural machinery industry",2018,,Inglês,E-JOURNAL - CIGR,16821130,B2,-99,"['Edemilson José Mantoam', 'Mesfin Mekonnen', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['0406586880781302', '', '']"
5401789813032087,Modeling cost and energy demand in agricultural machinery fleets for soybean and maize cultivated using a no-tillage system,2019,10.1016/j.compag.2018.11.032,Inglês,COMPUTERS AND ELECTRONICS IN AGRICULTURE,01681699,A1,-99,"['TIEPPO, RAFAEL CESAR', 'Thiago Libório Romanelli', 'Milan, Marcos', 'SØRENSEN, CLAUS AAGE GRØN', 'BOCHTIS, DIONYSIS']","['1', '2', '3', '4', '5']",2,"['', '', '8546931959901120', '', '']"
5401789813032087,Field phenotyping using multispectral imaging in pea (Pisum sativum L) and chickpea (Cicer arietinum L),2019,10.1016/j.eaef.2019.06.002,Inglês,"ENGINEERING IN AGRICULTURE, ENVIRONMENT AND FOOD",18818366,A4,-99,"['QUIRÓS, JUAN J.', 'MCGEE, REBECCA J.', 'VANDEMARK, GEORGE J.', 'Thiago Libório Romanelli', 'SANKARAN, SINDHUJA']","['1', '2', '3', '4', '5']",4,"['', '', '', '', '']"
5401789813032087,Quality planning of silvicultural operations in eucalyptus in Brazil,2021,10.18671/scifor.v49n129.09,Inglês,SCIENTIA FORESTALIS,23181222,B2,-99,"['Diana Carolina Vásquez Castro', 'Thiago Libório Romanelli', 'Marcos Milan', 'Leandro Maria Gimenez']","['1', '2', '3', '4']",2,"['', '', '8546931959901120', '0136176117453948']"
5401789813032087,Indicadores de desempenho para a gestão dos processos operacionais citrícolas,2019,10.34117/bjdv5n12-072,Português,Brazilian Journal of Development,25258761,C,-99,"['Nelson Cerino Franco Junior', 'Marcos Milan', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['1990494743954477', '8546931959901120', '']"
5401789813032087,Energy performance of sugarcane potential ethanol production under different management systems,2020,,Inglês,E-JOURNAL - CIGR,16821130,B2,-99,"['Marcelo Chan Fu Wei', 'Thiago Libório Romanelli', 'José Paulo Molin']","['1', '2', '3']",2,"['', '', '9859511150127352']"
5401789813032087,Mitigation of greenhouse gas emissions using exergy,2020,10.1016/j.jclepro.2020.121092,Inglês,JOURNAL OF CLEANER PRODUCTION,09596526,A1,-99,"['SOTO VEIGA, JOÃO PAULO', 'Thiago Libório Romanelli']","['1', '2']",2,"['', '']"
5401789813032087,"Correction to -Water, Energy, and Carbon Footprints of Bioethanol from the US and Brazil-",2020,10.1021/acs.est.0c03166,Inglês,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013936X,A1,7.149,"['MEKONNEN, MESFIN M.', 'Thiago Libório Romanelli', 'RAY, CHITTARANJAN', 'HOEKSTRA, ARJEN Y.', 'LISKA, ADAM J.', 'NEALE, CHRISTOPHER M.U.']","['1', '2', '3', '4', '5', '6']",2,"['', '', '', '', '', '']"
5401789813032087,"Energy, carbon and water footprints on agricultural machinery",2020,10.1016/j.biosystemseng.2020.08.019,Inglês,BIOSYSTEMS ENGINEERING,15375110,A1,2.983,"['Edemilson José Mantoam', 'Graciele Angnes', 'Mesfin Mekonnen', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['0406586880781302', '', '', '']"
5401789813032087,"Economic viability, energy and nutrient balances of site-specific fertilisation for citrus",2020,10.1016/j.biosystemseng.2020.09.007,Inglês,BIOSYSTEMS ENGINEERING,15375110,A1,2.983,"['André Freitas Colaço', 'Larissa Gui Pagliuca', 'Thiago Libório Romanelli', 'José Paulo Molin']","['1', '2', '3', '4']",3,"['2202271755202777', '', '', '9859511150127352']"
5401789813032087,Sustainability performance through technology adoption: a study case of land leveling in paddy field,2020,10.3390/agronomy10111681,Inglês,Agronomy-Basel,20734395,A2,-99,"['Juan Jose Quiros-Vargas', 'Thiago Libório Romanelli', 'Uwe Rascher', 'José Agüero']","['1', '2', '3', '4']",2,"['', '', '', '']"
5401789813032087,Energy and economic performances of stump and roots removal of eucalyptus for bioenergy,2021,10.1016/j.biombioe.2021.106229,Inglês,BIOMASS & BIOENERGY,09619534,A1,-99,"['Graciele Angnes', 'Bruno Oliveira de Almeida', 'Marcos Milan', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['', '', '8546931959901120', '']"
5401789813032087,Procedimento e treinamento - uma dupla para padronizar a rotina e eliminar desperdícios,2021,10.22167/2675-6528-20210004,Português,Revista Estratégias & Soluções,26756528,XX,-99,"['Marcos Milan', 'Leandro Maria Gimenez', 'Thiago Libório Romanelli']","['1', '2', '3']",3,"['8546931959901120', '0136176117453948', '']"
5401789813032087,Como incorporar as expectativas dos clientes aos serviços de uma concessionária de máquinas agrícolas,2021,10.22167/2675-6528-20210018,Português,Revista Estratégias & Soluções,26756528,XX,-99,"['Nelson Cerino Franco Junior', 'Leandro Maria Gimenez', 'Thiago Libório Romanelli', 'Marcos Milan']","['1', '2', '3', '4']",3,"['1990494743954477', '0136176117453948', '', '8546931959901120']"
5401789813032087,Conceptual framework to integrate economic drivers of deci-sion-making for technology adoption in agriculture,2022,10.3390/engproc2021009043,Inglês,Engineering Proceedings,26734591,XX,-99,"['Thiago Libório Romanelli', 'Francisco Munoz-Arriola', 'André F. Colaço']","['1', '2', '3']",1,"['', '', '']"
5401789813032087,Energy efficiency of variable rate fertilizer application in coffee production in Brazil,2021,10.3390/agriengineering3040051,Inglês,AgriEngineering,26247402,XX,-99,"['Graciele Angnes', 'Mauricio Martello', 'Gustavo Di Chiacchio Faulin', 'José Paulo Molin', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5']",5,"['', '', '', '9859511150127352', '']"
5401789813032087,Monitoring performance indicators of mechanized agricultural operations through a systemic method,2023,10.1590/1678-992x-2021-0143,Inglês,SCIENTIA AGRICOLA,1678992X,A2,-99,"['Paulo Rodrigues Peloia', 'Marcos Milan', 'Thiago Libório Romanelli', 'Leandro Maria Gimenez']","['1', '2', '3', '4']",3,"['7779692832696531', '8546931959901120', '', '0136176117453948']"
5401789813032087,In memoriam of Paulo Cesar Sentelhas,2023,10.1590/1678-992x-v80obituary,Inglês,SCIENTIA AGRICOLA,1678992X,A2,-99,"['Thiago Libório Romanelli', 'MONTEIRO, JOSE EDUARDO BOFFINO DE ALMEIDA']","['1', '2']",1,"['', '']"
5401789813032087,Energy assessment for first and second season conventional and transgenic corn,2022,10.3390/agriengineering4020032,Português,AgriEngineering,26247402,XX,-99,"['Rodolfo Michelassi Silber', 'Thiago Libório Romanelli']","['1', '2']",2,"['', '']"
5401789813032087,"Impact of ENSO-related rainfall variability on soybean yield in the state of Rio Grande do Sul, Brazil",2023,10.31062/agrom.v30.e027115,Inglês,Agrometeoros,25267043,B4,-99,"['Felipe Gustavo Pilau', 'Fábio Ricardo Marin', 'Daniel Alves da Veiga Grubert', 'Genei Antonio Dalmago', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5']",5,"['', '', '', '', '']"
5401789813032087,Biogas and biomethane production routes in the sugar-energy sector: Economic efficiency and carbon footprint,2023,10.1016/j.biteb.2023.101388,Inglês,Bioresource Technology Reports,2589014X,B1,-99,"['Flávio Eduardo Fava', 'Thiago Libório Romanelli']","['1', '2']",2,"['', '']"
5401789813032087,Water and carbon footprint of biomass production assets: drip and centre pivot irrigation systems,2023,10.3390/su15108199,Inglês,Sustainability,20711050,A2,2.592,"['Graciele Angnes', 'Adriano Valentim Diotto', 'Efthymios Rodias', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['', '9985527608162183', '', '']"
5401789813032087,Technical requirements of a convenience food to meet the demands of a customer segment,2023,10.22167/2675-441X-2023716,Português,Quaestum,2675441X,XX,-99,"['CARDI PECCINELLI, MARIANNA', 'Thiago Libório Romanelli', 'FERREIRA DE SOUZA VIEIRA, THAIS MARIA', 'Milan, Marcos']","['1', '2', '3', '4']",2,"['', '', '', '8546931959901120']"
5401789813032087,Energy performance of different charcoal production systems,2023,10.3390/en16217318,Inglês,Energies,19961073,A2,2.707,"['Francisco Fernandes Bernardes', 'Thiago Libório Romanelli', 'Allana Katiussya Silva Pereira', 'Gabriela Fontes Mayrinck Cupertino', 'Márcia Aparecida Fernandes', 'José Otávio Brito', 'Elias Costa de Souza', 'Daniel Saloni', 'Ananias Francisco Dias JUnior']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",2,"['', '', '', '', '', '', '', '', '']"
5401789813032087,Energy demand in sugarcane residue collection and transportation,2014,,Inglês,E-journal - CIGR,16821130,B2,-99,"['Rafael Cesar Tieppo', 'Maria Carolina da Silva Andrea', 'Leandro Maria Gimenez', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",4,"['0136176117453948', '5859946324646438', '0136176117453948', '']"
