TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER
SISTEMA DE CONTROLE AUTOMÁTICO DA TEMPERATURA DO AR DE SECAGEM EM SECADOR DE PLANTAS MEDICINAIS,2001,,Português,Revista Brasileira de Produtos Agroindustriais,B5,1517-8595,"['Júlio César de Jesus', 'Lauri Lourenço Radunz', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha', 'Pedro Amorim Berbert']","['1', '2', '3', '4', '5']"
EFEITO DA TEMPERATURA DO AR SECAGEM NA QUALIDADE DO ÓLEO ESSENCIAL DE ALECRIM PIMENTA (Lippia sidoides Cham),2002,,Português,Revista Brasileira de Armazenamento,B5,0100-3518,"['Lauri Lourenço Radunz', 'Evandro de Castro Melo', 'Pedro Amorim Berbert', 'Ronicely Pereira da Rocha']","['1', '2', '3', '4']"
EVALUATION OF MATHEMATICAL MODELS FOR PREDICTION OF THIN-LAYER DRYING OF BRAZILIAN LEMON-SCENTED VERBENA LEAVES (Lippia alba (MILL) N.E. BROWN),2007,,Inglês,Revista Brasileira de Produtos Agroindustriais,B5,1517-8595,"['Fabrízio da Fonseca Barbosa', 'Evandro de Castro Melo', 'Ricardo Henrique Silva Santos', 'Ronicely Pereira da Rocha', 'Ana Paula Martinazzo', 'Lauri Lourenço Radunz']","['1', '2', '3', '4', '5', '6']"
INFLUÊNCIA DA TEMPERATURA DO AR DE SECAGEM NA QUANTIDADE DO ÓLEO ESSENCIAL EXTRAÍDO DE GUAFO (MIKANIA GLOMERATA SPRENGEL).,2003,,Português,Revista Brasileira de Armazenamento,B5,0100-3518,"['Lauri Lourenço Radunz', 'Evandro de Castro Melo', 'Paulo Antônio Berbert', 'Luiz Cláudio de Almeida Barbosa', 'Ricardo Henrique Silva Santos', 'Ronicely Pereira da Rocha']","['1', '2', '3', '4', '5', '6']"
QUALITY PARAMETERS OF CYMBOPOGON CITRATUS LEAVES DURING AMBIENT STORAGE,2009,,Inglês,Applied Engineering in Agriculture,B2,0883-8542,"['Ana Paula Martinazzo', 'Evandro de Castro Melo', 'Luiz Cláudio de Almeida Barbosa', 'Nilda de Fátima Ferreira Soares', 'Ronicely Pereira da Rocha', 'Lauri Lourenço Randuz', 'Pedro Amorim Berbert']","['1', '2', '3', '4', '5', '6', '7']"
MATHEMATICAL MODELING OF THE DRYING KINETICS OF SUGARCANE SLICES,2009,,Inglês,Revista Brasileira de Produtos Agroindustriais,B5,1517-8595,"['Nahia A. Goyalde', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha', 'André Luiz Duarte Goneli', 'Fabiana Lana Araújo']","['1', '2', '3', '4', '5']"
STUDY OF ESSENTIAL OIL FROM GUACO LEAVES SUBMITTED TO DIFFERENT DRYING AIR TEMPERATURE,2010,,Inglês,Engenharia na Agricultura,B3,1414-3984,"['Lauri Lourenço Radunz', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha', 'Pedro Amorim Berbert', 'Luis Manuel Navas Gracia']","['1', '2', '3', '4', '5']"
AVALIAÇÃO DA CINÉTICA DE SECAGEM DE CARQUEJA,2011,,Português,Engenharia na Agricultura,B3,1414-3984,"['Lauri Lourenço Radunz', 'Antonio Sergio do Amaral', 'Altemir José Mossi', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha']","['1', '2', '3', '4', '5']"
CONTROLE DA TEMPERATURA E VELOCIDADE DO AR DE SECAGEM EM UM SECADOR DE PLANTAS MEDICINAIS,2011,,Português,Engenharia na Agricultura,B3,1414-3984,"['Mauro die Oliveira Prates', 'Tarcísio de Assunção Pizziolo', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha', 'José Vitor Nicácio']","['1', '2', '3', '4', '5']"
INFLUENCE OF DYING AIR VELOCITY ON THE CHEMICAL COMPOSITION OF ESSENTIAL OIL FROM LEMON GRASS.,2011,,Inglês,African Journal of Food Science and Technology,B5,2141-5455,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Antônio Jacinto Demuner', 'Lauri Lourenço Radunz', 'José Bon Corbín']","['1', '2', '3', '4', '5']"
INFLUENCE OF DRYING AIR TEMPERATURE UPON THE CHEMICAL COMPOSITION OF THE ESSENTIAL OIL OF MELALEUCA,2012,,Inglês,Engenharia na Agricultura (Impresso),B3,1414-3984,"['Diana Rodrigues Henrique Lemos', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha', 'Luiz Cláudio de Almeida Barbosa', 'Antônio Lelis Pinheiro']","['1', '2', '3', '4', '5']"
EFFECT OF DRYING AIR TEMPERATURE UPON THE ESSENTIAL OIL CONTENT OF MIKANIA GLOMERATA,2011,,Inglês,African Journal of Food Science and Technology,B5,2141-5455,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Luiz Cláudio de Almeida Barbosa', 'Lauri Lourenço Radunz']","['1', '2', '3', '4']"
RENDIMENTO EXTRATIVO DE CUMARINA DE FOLHAS DE GUACO (MIKANIA GLOMERATA SPRENGEL) SUBMETIDAS A DIFERENTES TEMPERATURAS DE SECAGEM,2012,,Português,Revista Brasileira de Plantas Medicinais (Impresso),B1,1516-0572,"['Lauri Lourenço Radunz', 'Evandro de Castro Melo', 'Luiz Cláudio de Almeida Barbosa', 'Ronicely Pereira da Rocha', 'Pedro Amorim Berbert']","['1', '2', '3', '4', '5']"
INFLUENCE OF DRYING PROCESS ON THE QUALITY OF MEDICINAL PLANTS: A REVIEW,2011,,Inglês,Journal of Medicinal Plant Research,B4,1996-0875,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Lauri Lourenço Radunz']","['1', '2', '3']"
CINÉTICA DEL SECADO DE TOMILLO,2012,,Espanhol,Revista Brasileira de Engenharia Agrícola e Ambiental (Online),B1,1807-1929,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'José B. Corbín', 'Pedro Amorim Berbert', 'Sérgio Maurício Lopes Donzeles', 'Jon A. Tabar']","['1', '2', '3', '4', '5', '6']"
EFFECT OF DRYING AIR VELOCITY ON THE QUALITY OF ESSENTIAL OIL FROM LEMON GRASS,2012,,Inglês,Global Science and Technology,B5,1984-3801,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Antônio Jacinto Demuner', 'Lauri Lourenço Radunz', 'Heder Braun']","['1', '2', '3', '4', '5']"
INFLUENCE OF DRYING AIR TEMPERATURE ON THE ESSENTIAL OIL CONTENT OF Melaleuca alternifolia Cheel,2011,,Inglês,Revista Brasileira de Produtos Agroindustriais,B5,1517-8595,"['Diana Rodrigues Henrique Lemos', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha', 'Evan Visser', 'Antônio Lelis Pinheiro']","['1', '2', '3', '4', '5']"
INFLUÊNCIA DO PROCESSO DE SECAGEM SOBRE OS PRINCIPAIS COMPONENTES QUÍMICOS DO ÓLEO ESSENCIAL DE TOMILHO,2012,10.1590/S0034-737X2012000500021,Português,Revista Ceres,B1,0034-737X,"['Ronicely Pereira da Rocha', 'Pedro Amorim Berbert', 'Evandro de Castro Melo', 'Luiz Cláudio de Almeida Barbosa', 'JOSÉ B CORBÍN', 'Pedro Amorim Berbert']","['1', '2', '3', '4', '5', '6']"
EFFECT OF DRYING AIR TEMPERATURE ON THE QUALITY OF ESSENTIAL OIL FROM MIKANIA GLOMERATA,2014,,Inglês,Revista Engenharia na Agricultura,XX,1414-3884,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Luiz Claudio de Almeida Barbosa', 'Lauri Lourenço Radunz']","['1', '2', '3', '4']"
Influence of plant age on the content and composition of essential oil of Cymbopogon citratus (DC.) Stapf.,2014,10.5897/jmpr2013.5549,Inglês,Journal of Medicinal Plant Research,B4,1996-0875,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Luiz Claudio de Almeida Barbosa', 'Ricardo Henrique Silva Santos', 'Paulo Roberto Cecon', 'Rivanildo Dallacort', 'Adalberto Santi']","['1', '2', '3', '4', '5', '6', '7']"
"SOWING DATES AND PLANT DENSITY OF PEANUT CULTIVARS IN DIFFERENT SOIL AND CLIMATIC CONDITIONS OF MATO GROSSO STATE, BRAZIL",2014,,Inglês,"International Journal of Food, Agriculture and Environment (Online)",B2,1459-0263,"['João Danilo Barbieri', 'Rivanildo Dallacort', 'Adalberto Santi', 'Kássio De Marco', 'Alcir José Modolo', 'Santino Seabra Júnior', 'Ronicely Pereira da Rocha', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6', '7', '8']"
Evaluation of Electrical Conductivity as a Quality Parameter of Lemongrass Leaves ( &lt;i&gt;Cymbopogon citratus&lt;/i&gt; Stapf) Submitted to Drying Process,2014,10.1080/07373937.2013.879593,Inglês,Drying Technology,A2,0737-3937,"['CORADI, PAULO CARTERI', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha']","['1', '2', '3']"
Mathematical modeling of the drying kinetics of the leaves of lemon grass (Cymbopogon citratus Stapf) and its effects on quality,2014,,Inglês,Idesia,B1,0718-3429,"['Paulo Cantari Coradi', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha']","['1', '2', '3']"
Weed mapping using techniques of precision agriculture,2015,10.1590/s0100-83582015000100018,Inglês,Planta Daninha (Impresso),B1,0100-8358,"['ROCHA, F.C.', 'OLIVEIRA NETO, A.M.', 'BOTTEGA, E.L.', 'GUERRA, N.', 'Ronicely Pereira da Rocha', 'VILAR, C.C.']","['1', '2', '3', '4', '5', '6']"
Zoneamento agroclim&amp;#225;tico de amendoinzeiro para a Bacia do Alto Paraguai (MT),2015,10.1590/1983-40632015v4532985,Inglês,Pesquisa Agropecuária Tropical (Online),B1,1983-4063,"['BARBIERI, JOÃO DANILO', 'DALLACORT, RIVANILDO', 'SANTI, ADALBERTO', 'Ronicely Pereira da Rocha', 'CARVALHO, MARCO ANTÔNIO CAMILLO DE']","['1', '2', '3', '4', '5']"
Avaliação das curvas de secagem de guaco (Mikania glomerata Spreng.) em secador de bandejas,2014,10.1590/1983-084x/10_128,Inglês,Revista Brasileira de Plantas Medicinais (Impresso),B1,1516-0572,"['Pedro Amorim Berbert', 'RADÜNZ, L.L.', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha']","['1', '1', '2', '3']"
DETERMINATION OF MOISTURE CONTENT FROM GUACO WITH MICROWAVE OVEN,2011,,Inglês,Engenharia na Agricultura,B3,1414-3984,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Lauri Lourenço Radunz']","['1', '2', '3']"
