PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,OR
Projeto de extensão em Engenharia de Sistemas Agrícolas,2016,2018,EXTENSAO,"['Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'Adalberto Santi', 'Ricardo José da Silva']","['SIM', 'NAO', 'NAO', 'NAO']",3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, com ênfase em Otimização Sistemas Agroindustrias, atuando principalmente nos seguintes temas: geoprocessamento e mecanização agrícola.",30-11-2018,1
Modelo para predição de dias agronomicamente viáveis para operações agrícolas mecanizadas,2017,ATUAL,PESQUISA,"['Rafael Cesar Tieppo', 'Erivelto Mercante', 'Adalberto Santi', 'ROMANELLI, THIAGO L.', 'Maria Carolina Silva Andrea', 'Rivanildo Dallacort', 'João Danilo Barbieri', 'André Tavares de Vasconcelos', 'Emili Ferreira Campachi', 'Julia Gallo Barreto']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, com ênfase em Otimização Sistemas Agroindustrias, atuando principalmente nos seguintes temas: geoprocessamento e mecanização agrícola.",30-11-2018,1
Geotecnologias aplicadas à mudanças climáticas e agricultura digital - GEOCLIMAT-MT,2018,ATUAL,EXTENSAO,"['Rafael Cesar Tieppo', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort', 'Wini da Rocha Clarindo']","['SIM', 'NAO', 'NAO', 'NAO']",3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, com ênfase em Otimização Sistemas Agroindustrias, atuando principalmente nos seguintes temas: geoprocessamento e mecanização agrícola.",30-11-2018,1
Incorporação de energia no ciclo de vida de máquinas agrícolas,2015,ATUAL,PESQUISA,"['Rafael Cesar Tieppo', 'ROMANELLI, THIAGO L.', 'Leandro Maria Gimenez', 'Edemilson José Mantoam']","['NAO', 'SIM', 'NAO', 'NAO']",3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, com ênfase em Otimização Sistemas Agroindustrias, atuando principalmente nos seguintes temas: geoprocessamento e mecanização agrícola.",30-11-2018,1
Fluxos de Energia e Custo Operacional de Sistemas Mecanizados na Produção de Grãos,2012,2015,PESQUISA,"['Rafael Cesar Tieppo', 'ROMANELLI, THIAGO L.']","['SIM', 'NAO']",3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, com ênfase em Otimização Sistemas Agroindustrias, atuando principalmente nos seguintes temas: geoprocessamento e mecanização agrícola.",30-11-2018,1
"XVI SEAGRO - Semana acadêmica da agronomia ¨Cultura, segurança alimentar e extensão rural: a compreensão da conjuntura para",2003,2003,OUTRA,"['José Roberto Rambo', 'JOSÉ MARCOS FROEHLICH', 'ANDREIA NUNES SA BRITO', 'LEANDRO DALBIANCO', 'LUCIANO ROZALINO', 'PAULO LUIS GUTH', 'ROGERIO PIETRZACKA', 'JULIANO DALCIN MARTINS', 'ALEXANDRE MARTINS GUIMARÃES', 'ALEXANDRE TEN CATEN', 'CARLOS ALBERTO CASALI', 'CARLOS EVANDRO LEITE RITTER', 'ELVIO IZAIAS DA SILVA', 'EMERSON DALLA CHIEZA', 'IGOR DE BEARZI', 'JONES SIMON', 'MARCELO JAKOBY', 'MARCOS ROBERTO DIEHL', 'GERUSA PAULI KIST', 'LUÍS RENATO JASNIEWICZ', 'ALINE FRANKEN', 'ANDRE CARLOS CRUZ COPETTI', 'DEBORA DA CUNHA MOSTARDEIRO', 'ITALO LUDKE', 'JULIANO RICARDO FARIAS', 'RICARDO BATISTA CEREZER DELLAMEA', 'VINICIUS PICCIN DALBIANCO', 'CARLA DANIELE SAUSEN']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
A GESTÃO DO RECURSOS NATURAIS PRODUTIVOS: O AGRONOMO COMO AGENTE DE DESENVOLVIMENTO.,2004,2004,OUTRA,"['José Roberto Rambo', 'JOSÉ MARCOS FROEHLICH', 'ANDREIA NUNES SA BRITO', 'LEANDRO DALBIANCO', 'LUCIANO ROZALINO', 'MARCOS PAULO LUDWIG', 'PAULO LUIS GUTH', 'ROGERIO PIETRZACKA', 'LEANDRO PRADO RIBEIRO', 'JULIANO DALCIN MARTINS', 'ALESSANDRO SAMUEL ROSA', 'JOSE CARLOS CAZAROTTO MADALOZ', 'MAURICIO BIGOLIN', 'MIKE ESTEBAN GUZMAN TORRES']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
AÇÕES INTEGRADAS EM EDUCAÇÃO AMBIENTAL E COMBATE A POBREZA EM PEQUENA PROPRIEDADES NA MICROBACIA HIDROGRÁFICA DO ARROIO LIN,2001,2001,EXTENSAO,"['José Roberto Rambo', 'Danilo Rheinheimer dos Santos', 'José Miguel Reichert', 'Marcelo Fornalski Soares', 'Sinval Ledur Kist', 'Celso Silva Gonçalves', 'Émerson Varlei Wohlenberg', 'João Batista Rossetto Pellegrini', 'Rodrigo Siqueira Machado', 'José Maria de Freitas Beskow', 'Alister Gaspareto']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Formação extracurricular dos estudantes de agronomia,2002,2003,OUTRA,"['José Roberto Rambo', 'ANDREIA NUNES SA BRITO', 'LEANDRO DALBIANCO', 'THOMÉ LOVATO', 'ALEXANDRE MARTINS GUIMARÃES', 'ALEXANDRE TEN CATEN', 'CARLOS ALBERTO CASALI', 'CARLOS EVANDRO LEITE RITTER', 'ELVIO IZAIAS DA SILVA', 'EMERSON DALLA CHIEZA', 'IGOR DE BEARZI', 'JONES SIMON', 'MARCELO JAKOBY', 'MARCOS ROBERTO DIEHL', 'PAULO ROBERTO DULLIUS']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Semana da calourada do curso de Agronomia,2003,2005,OUTRA,"['José Roberto Rambo', 'ANDREIA NUNES SA BRITO', 'LEANDRO DALBIANCO', 'THOMÉ LOVATO', 'ALEXANDRE MARTINS GUIMARÃES', 'ALEXANDRE TEN CATEN', 'CARLOS ALBERTO CASALI', 'CARLOS EVANDRO LEITE RITTER', 'ELVIO IZAIAS DA SILVA', 'EMERSON DALLA CHIEZA', 'IGOR DE BEARZI', 'JONES SIMON', 'MARCELO JAKOBY', 'MARCOS ROBERTO DIEHL', 'PAULO ROBERTO DULLIUS']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
PROJETO PILOTO DE ASSISTÊNCIA TÉCNICA PLANIFICADA AOS ASSENTAMENTOS DE REFORMA AGRÁRIA E AGRICULTORES FAMILIARES,2005,2006,EXTENSAO,"['José Roberto Rambo', 'JOSÉ MARCOS FROEHLICH', 'MARCELO JAKOBY', 'PEDRO SELVINO NEUMANN', 'MARCO AZAMBUZA ALVES', 'JACIR JOÃO CHIES']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Reflexos da Formação Profissional: Tecnologia Sustentável e o Papel Social da Terra - XV SEAGRO Semana Acadêmica da Agronomia,2002,2002,OUTRA,"['José Roberto Rambo', 'JUAREZ MORBINI LOPES', 'GERUSA PAULI KIST', 'LEOCIR JORGE ZORTÉA', 'ADRIANO RUDI MAIXNER', 'LUÍS RENATO JASNIEWICZ', 'MARTA GRELLMANN', 'RAFAEL VIVIAN', 'SAMUEL ROGGIA']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Programa Agronomia no Campo: a agroecologia e a cultura cabocla em questão.,2007,2007,EXTENSAO,"['José Roberto Rambo', 'Gilmar Laforga', 'Astor Henrique Nied']","['NAO', 'SIM', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Agronomia em Boletins Técnicos,2009,2011,EXTENSAO,"['José Roberto Rambo', 'Astor Henrique Nied', 'Rivanildo Dallacort', 'Suzana Pereira de Melo']","['NAO', 'SIM', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Utilização de Plantas Medicinais na Comunidade de Tangará da Serra,2009,2011,EXTENSAO,"['José Roberto Rambo', 'Suzana Pereira de Melo', 'Marice Cristine Vendruscolo']","['NAO', 'NAO', 'SIM']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Agronomia na Prática: Política de Extensão Rural para Agricultores Familiares do Assentamento Vale do Sol 2 em Tangará da Serra - MT,2010,2013,EXTENSAO,"['José Roberto Rambo', 'Willian Krause', 'Adalberto Santi', 'Fernando Giovanetti de Macedo', 'Rogério Gonçalves Lacerda de Gouveia']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Programa de Aquisição de Alimentos em Tangará da Serra - MT: Assistência Técnica e Extensão Rural,2011,2013,EXTENSAO,"['José Roberto Rambo', 'Willian Krause', 'Adalberto Santi']","['SIM', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
"Formação de Agentes de ATER em Manejo Ecológico e Conservação dos Solos e da Água na Fronteira Oeste de Mato Grosso, Polo Pontes e Lacerda/MT",2011,2011,EXTENSAO,"['José Roberto Rambo', 'Samuel Laudelino Silva', 'Edson Eguchi']","['NAO', 'SIM', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Biodisponibilidade e Potencial de Extração de Nutrientes de Substratos pelo Tomateiro Produzido em Ambiente Protegido,2012,2014,PESQUISA,"['José Roberto Rambo', 'Rivanildo Dallacort', 'Adalberto Santi']","['NAO', 'NAO', 'SIM']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Fruticultura on-line: canal de comunicação com fruticultores de Mato Grosso,2012,2015,EXTENSAO,"['José Roberto Rambo', 'Willian Krause']","['NAO', 'SIM']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
1º Giro Zootécnico da UNEMAT Tangará,2012,2012,OUTRA,"['José Roberto Rambo', 'Junio Cesar Martinez']","['NAO', 'SIM']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Curso de Formação Pré-Acadêmica: Equidade na Pós-Graduação,2012,2012,EXTENSAO,"['José Roberto Rambo', 'Paulo Alberto dos Santos Vieira', 'Mônica Josene Barbosa Pereira', 'Hellen Cristina de Souza']","['NAO', 'SIM', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Campus a Campo: Ações Extensionistas com a Agricultura Familiar de Tangará da Serra-MT,2013,ATUAL,EXTENSAO,"['José Roberto Rambo', 'Gilmar Laforga', 'Raimundo Nonato França', 'Rivanildo Dallacort', 'Samuel Laudelino Silva', 'Dejânia Vieira de Araújo', 'Mônica Josene Barbosa Pereira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
"Política pública na agricultura familiar matogrossense: uma análise do PAA em assentamentos nos municípios de Tangará da Serra, Juína e São José dos Quatro Marcos",2014,2017,PESQUISA,"['José Roberto Rambo', 'Gilmar Laforga', 'Maria Aparecida Anselmo Tarsitano', 'Raimundo Nonato Cunha de França', 'Sandro Benedito Sguarezi']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Transferência de tecnologias de produção em fruticultura visando a fortalecimento da agricultura familiar em Tangará da Serra,2013,ATUAL,EXTENSAO,"['José Roberto Rambo', 'Willian Krause', 'Kelvin Shin-iti Kabeya', 'Tricia Costa Lima']","['NAO', 'SIM', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Políticas públicas voltadas à agricultura familiar: análise do Programa de Apoio a Projetos de infraestrutura e Serviços em Territórios Rurais (Proinf/ SDT/MDA) em âmbito do Território Alto Paraguai,2017,ATUAL,PESQUISA,"['José Roberto Rambo', 'Gilmar Laforga', 'Raimundo Nonato Cunha de França', 'Sandro Benedito Sguarezi', 'SABBAG, OMAR JORGE', 'Anderson Gheller Froehlich']","['NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'SIM']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Terra como princípio educativo,2017,ATUAL,PESQUISA,"['José Roberto Rambo', 'Hellen Cristina de Souza', 'Willian Marques Duarte', 'Marinez Cargnin-Stieler']","['NAO', 'NAO', 'NAO', 'SIM']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
MT Horticultura: canal de comunicação com os produtores rurais de Mato Grosso,2015,ATUAL,EXTENSAO,"['José Roberto Rambo', 'Gilmar Laforga', 'Willian Krause', 'Adalberto Santi', 'Kelvin Shin-iti Kabeya']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
"Coleta, Análise e Divulgação de Preços de Itens de Supermercados em Tangará da Serra-MT",2017,ATUAL,EXTENSAO,"['José Roberto Rambo', 'Gilmar Laforga', 'Karine Medeiros Anunciatto', 'Vanderson Ricardo Jorge', 'Julio da Silva Pereira', 'Jakciane Eggert']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Análise de Eficiência na Utilização de Recursos e no Atendimento a População do Programa de Aquisição de Alimentos (PAA) no Território do Alto Paraguai em Mato Grosso,2017,ATUAL,PESQUISA,"['José Roberto Rambo', 'Gilmar Laforga', 'Raimundo Nonato Cunha de França', 'Sandro Benedito Sguarezi', 'SABBAG, OMAR JORGE', 'Anderson Gheller Froehlich']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
GRUPOS DE ATER: diálogos e práticas de extensão rural,2017,ATUAL,EXTENSAO,"['José Roberto Rambo', 'Gilmar Laforga', 'Adalberto Santi', 'Raimundo Nonato Cunha de França', 'Rafael Cesar Tieppo', 'Márcio Osvaldo Lima Magalhães', 'Anísio da Silva Nunes']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
"Fortalecimento da Agroindústria Familiar em Tangará da Serra: diagnóstico, assistência técnica e extensão rural em assentamentos rurais",2018,ATUAL,EXTENSAO,"['José Roberto Rambo', 'Gilmar Laforga', 'Rogério Gonçalves Lacerda de Gouveia', 'Raimundo Nonato Cunha de França', 'Sandro Benedito Sguarezi', 'Jakciane Eggert', 'Anderson Gheller Froehlich', 'Agnaldo Soares Damacena']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Agronomia no Campo: Agricultura de Base Ecológica em questão.,2009,2011,EXTENSAO,"['José Roberto Rambo', 'Cleiton Lopes da Silva']","['SIM', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
"Capacitação Técnica e Organizacional das famílias do Assentamento Estrela da Ilha, em Ilha Solteira (SP).",2014,2016,EXTENSAO,"['José Roberto Rambo', ""Antonio Lázaro Sant'Ana"", 'Murilo Didonet de Moraes', 'Ticiana Petean Pina']","['NAO', 'SIM', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
Núcleos de Extensão em Desenvolvimento Territorial dos Territórios de Andradina e do Noroeste Paulista,2014,2016,PESQUISA,"['José Roberto Rambo', 'Maria Aparecida Anselmo Tarsitano', ""Antonio Lázaro Sant'Ana"", 'Ticiana Petean Pina', 'Douglas de Araújo Gonzaga', 'Valéria da Silva Modenese', 'Luciana Carvalho de Oliveira', 'Étorre Santiago Zalinelo Monteiro']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",8190371175828378,José Roberto Rambo,Rambo,"RAMBO, J. R.;RAMBO, JOSÉ ROBERTO",Pirapó,RS,Nao foi possivel extrair o resumo,21-02-2019,1
